id,source_id,authors,title,year,journal,volume_city,issue_state,start_page,end_page,created_at,updated_at
442,S3764,"George weston Bakeries, Inc.","George Watson company data",2005,,,,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
443,S3553,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program, Wave 9p",2005,,Beltsville,MD,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
444,S3841,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",2003,,,,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
445,S2741,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 9a",2004,,Beltsville,MD,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
446,S4121,"Diamond Foods, Inc.","Label 07",2007,,Stockton,CA,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
447,S4901,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 12x repeats",2008,,Beltsville,MD,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
448,S4642,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 12c",2008,,Beltsville,MD,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
449,S6401,"Mushroom Council","National Food and Nutrient Analysis Program Wave 13d",2009,,Dublin,CA,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
450,S5541,"Kellogg, Co.","Kellogg Company Data",2009,,,,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
451,S183,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1983,,,,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
452,S402,"National Food Processors Association","Investigations to Determine Nutrient Content of Selected Fruits and Vegetables",1980,,,,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
453,S381,"Nutrient Data Laboratory, ARS, USDA","Nutrient Analysis of Specialty Fruit Marketed in the United States",1987,,Beltsville,MD,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
454,S53,"Produce Marketing Association (PMA)","Nutrient Content of Sweet Cherries",1990,,,,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
455,S615,"Produce Marketing Association (PMA)","Nutrient Content of Eggplant",1991,,,,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
456,S616,"Produce Marketing Association (PMA)","Nutrient content of Broccoflower",1992,,,,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
457,S618,"Produce Marketing Association (PMA)","Nutrient Content of Carrot",1982,,,,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
458,S13,"Food Safety and Inspection Service (FSIS), USDA","FSIS Labeling Study",1996,,,,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
459,S822,"Kraft Foods, Inc.","Kraft Study, Hazelton Lab",1992,,,,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
460,S837,"Nutrient Data Laboratory, ARS, USDA","Dietary Fiber and Sugars in Commonly Consumed Foods",1994,,Beltsville,MD,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
461,S225,"Bar-S Foods","Nutrient composition of Bar-S Foods Company Luncheon Meats",1999,,Clinton,OK,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
462,S238,"Gallo Salame","Nutrient Composition of Gallo Salame/Galileo Foods Luncheon Meats",1999,,"San Lorenzo",CA,,,"2014-05-13 11:53:11","2014-05-13 11:53:11"
463,S242,"Johnsonville Foods Co.","Nutrient Composition of Johnsonville Foods Company Luncheon Meats",1999,,"Sheboygan Falls",WI,,,"2014-05-13 11:53:12","2014-05-13 11:53:12"
464,S2502,"Malt-O-Meal Company","Malt-O-Meal Company Data",2004,,,,,,"2014-05-13 11:53:12","2014-05-13 11:53:12"
465,S248,"Sutton Place Gourmet","Nutrient Composition of Sutton Place Gourmet Luncheon Meats",1999,,,,,,"2014-05-13 11:53:12","2014-05-13 11:53:12"
466,S231,"Carando Gourmet","Nutrient Composition of Carando Gourmet Foods Corporation Luncheon Meats",1999,,Springfield,MA,,,"2014-05-13 11:53:12","2014-05-13 11:53:12"
467,S2821,"Nutrient Data Laboratory, ARS, USDA","Analyses of Selenium in Foods, Hazleton Laboratories",1987,,Beltsville,MD,,,"2014-05-13 11:53:12","2014-05-13 11:53:12"
468,S3421,"Kellogg, Co.","Kellogg Company Data",2005,,,,,,"2014-05-13 11:53:12","2014-05-13 11:53:12"
469,S3361,"Masterfoods USA","MASTERFOODS USA 2006",2006,,Hackettstown,NJ,,,"2014-05-13 11:53:12","2014-05-13 11:53:12"
470,S2581,"Nutrient Data Laboratory, ARS, USDA","Fiber Content of Selected Foods",1987,,Beltsville,MD,,,"2014-05-13 11:53:12","2014-05-13 11:53:12"
471,S2121,"Nutrient Data Laboratory, ARS, USDA"," FCL-NDL Interlaboratory agreement- Data on Dietary fiber and sugar in foods",1995,,Beltsville,MD,,,"2014-05-13 11:53:12","2014-05-13 11:53:12"
472,S2113,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 8a",2003,,Beltsville,MD,,,"2014-05-13 11:53:12","2014-05-13 11:53:12"
473,S2644,"National Cancer Institute (NCI), DHHS","Carotenoid content of fruits and vegetables",1988,,,,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
474,S79,"California Walnut Commission","Nutrient Content of Walnuts",1999,,Modesto,CA,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
475,S22,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 3a",2000,,Beltsville,MD,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
476,S82,"Nutrient Data Laboratory, ARS, USDA","Determination of the Tocopherol Content of Selected Foods",1990,,Beltsville,MD,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
477,S502,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5j",2001,,Beltsville,MD,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
478,S562,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 4f",2000,,Beltsville,MD,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
479,S14,"National Cattlemen's Beef Association (NCBA)","Nutrient Content of Ground Beef",2000,,Chicago,IL,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
480,S603,"General Mills Inc.","General Mills Company Data",2001,,,,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
481,S961,"National Sunflower Association","Nutrient Analysis of Oil Roasted Sunflower Seeds",2000,,Bismark,ND,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
482,S1562,"Association of Spanish Exporters of Table Olives","Analysis of Spanish Olives",1993,,,,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
483,S2682,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",2000,,,,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
484,S2781,"Nutrient Data Laboratory, ARS, USDA","Nutrient Analysis of Selected Foods, Shankman Labs",1985,,Beltsville,MD,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
485,S3743,"Continental Mills, Krusteaz","Continental Mills company data",2005,,,,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
486,S3481,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 8c",2004,,Beltsville,MD,,,"2014-05-13 11:53:13","2014-05-13 11:53:13"
487,S3501,"Mizkan Americas, Inc","Nutrient analysis of vinegar",2006,,,,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
488,S3521,McDonalds,"Data supplied by McDonalds",2006,,,,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
489,S3744,"Nestle USA, Inc.","Nestle, USA company data",2005,,,,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
490,S3766,"Pillsbury Co.","Pillsbury company data",2005,,,,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
491,S3402,"California Strawberry Commission","Analyses for nutrition labeling of strawberries",2005,,Watsonville,CA,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
492,S3551,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program, Wave 9n",2005,,Beltsville,MD,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
493,S3901,"The Quaker Oats, Co.","Quaker Oats Company Data",2006,,,,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
494,S4021,Vitasoy,"Nutritional Values for Select Vitasoy Products",2006,,,,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
495,S4303,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 9i",2005,,Beltsville,MD,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
496,S3546,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program, Wave 9h",2005,,Beltsville,MD,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
497,S4522,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 11g",2007,,Beltsville,MD,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
498,S4661,"Nutrient Data Laboratory, ARS, USDA","Proximates in Grass-fed Buffalo",2004,,Beltsville,MD,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
499,S4921,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 12a",2007,,Beltsville,MD,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
500,S5805,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Anlaysis Program Wave 13b",2009,,Beltsville,MD,,,"2014-05-13 11:53:14","2014-05-13 11:53:14"
501,S5803,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Anlaysis Program Wave 12i",2008,,Beltsville,MD,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
502,S203,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1986,,,,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
503,S1027,"Produce Marketing Association (PMA)","Nutrient Content of Watermelon",1989,,,,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
504,S4841,"Cherry Marketing Institute","Analysis of physical and chemical properties of cherries",1988,,Okemos,MI,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
505,S641,"National Food Processors Association","NFPA Canned Vegetables",1992,,,,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
506,S259,"Hormel Foods Corp.","Nutrient Composition of Hormel Foods Corporation Luncheon Meats",1999,,,,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
507,S406,"Nutrient Data Laboratory, ARS, USDA","Nutritional Evaluation of the Solid and Liquid Portion of Selected Canned Fruits and Vegetables",1986,,Beltsville,MD,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
508,S251,"Bob Evans Farms","Nutrient Composition of Bob Evans Farms Luncheon Meats",1999,,Columbus,OH,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
509,S2122,"Nutrient Data Laboratory, ARS, USDA","Analyses of Selenium in Foods, Hazleton Laboratories",1989,,Beltsville,MD,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
510,S3242,"Dawn Food Products","Dawn Food Products, Fiber Analysis",1990,,,,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
511,S10,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1995,,,,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
512,S20,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 2b",1999,,Beltsville,MD,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
513,S3,"University of Wisconsin - Madison, Muscle Biology Laboratory","Nutrient Content of Alternate Red Meat Products",2000,,Madison,WI,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
514,S564,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5f",2001,,Beltsville,MD,,,"2014-05-13 11:53:15","2014-05-13 11:53:15"
515,S25,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 4a",2001,,Beltsville,MD,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
516,S1082,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6i",2002,,Beltsville,MD,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
517,S4802,Welch's,"Nutrient content of Welch's purple and white grape juices",2008,,,,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
518,S922,"General Mills Inc.","General Mills Company Data",2005,,,,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
519,S1742,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program - Industrial Flour",2000,,Beltsville,MD,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
520,S1066,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6e",2002,,Beltsville,MD,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
521,S2108,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 7g",2003,,Beltsville,MD,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
522,S4644,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 12e",2008,,Beltsville,MD,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
523,S3381,Smuckers,"Label 2006",2006,,,,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
524,S4141,"Almond Board of California","Nutrient content of almonds",2006,,Modesto,CA,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
525,S3942,"National Pork Board (NPB)","Pork Study - Enhanced Cuts - 2006",2006,,,,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
526,S4281,"McCormick & Company, Inc.","Nutrient Analysis Reports for McCormick Spices and Herbs",1993,,,MD,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
527,S4541,"Campbell Soup Company","Campbell's Soup Company",2007,,,,,,"2014-05-13 11:53:16","2014-05-13 11:53:16"
528,S4526,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 11c",2007,,Beltsville,MD,,,"2014-05-13 11:53:17","2014-05-13 11:53:17"
529,S6362,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 13x",2009,,Beltsville,MD,,,"2014-05-13 11:53:17","2014-05-13 11:53:17"
